row_num,ocr_text,decision,reason,original_assessment,failure_pattern,pathway_group
250718,VICAREBLISS 0,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
250719,VICARETOTAL 0,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
250721,PHARMA DIVISION,1,division_company_header,CANDIDATE FOR 1,PHARMA_COMPANY_NAME,FALLBACK:STRUCTURAL_KW
250817,Digital Purchase ERP Ordering Healthcare QRCode on bills for extra earnings Call MARG 967483170388206565659749051004,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,COMPANY_ENTITY,FALLBACK:PHARMA_ENTITY
250901,PH BAR75 GM,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
250935,UNICOBAL FORT1X10T,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
251094,CITOLAC ER 300 UNSURE,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
251129,RAVAIS VACSIN UNSURE,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
251138,UPRISE D3 1 K UNSURE,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
251282,TAMFLO 0.4 UNSURE,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
251819,GURUKRIPA PHARMACEUTICALS,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,COMPANY_ENTITY,FALLBACK:PHARMA_ENTITY
251873,GURUKRIPA PHARMACEUTICALS,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,COMPANY_ENTITY,FALLBACK:PHARMA_ENTITY
251928,GURUKRIPA PHARMACEUTICALS,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,COMPANY_ENTITY,FALLBACK:PHARMA_ENTITY
251965,GURUKRIPA PHARMACEUTICALS,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,COMPANY_ENTITY,FALLBACK:PHARMA_ENTITY
252135,ROSUVAS F 20,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
252153,HINDUSTAN DRUGS AND SURGICALS,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
252205,HINDUSTAN DRUGS AND SURGICALS,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
252642,KLAP 10T,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
253103,EMSITA50TAB,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
253751,PURC 0 SALE 35139 STOCK 36672 STK120 478 LZSTK 3470,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
253787,PURC 0 SALE 68355 STOCK 40631 STK120 2257 EXP6M 1939 LZSTK 3302,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
253794,PURC 0 SALE 3095 STOCK 5883 STK120 502 LZSTK 502,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
253816,PURC 0 SALE 24080 STOCK 72582 STK120 3999 LZSTK 14356,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
253819,PURC 0 SALE 0 STOCK 0,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
253827,PURC 0 SALE 6402 STOCK 4226,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
253860,PURC 0 SALE 104392 STOCK 60771 STK120 643 LZSTK 490,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
253882,PURC 0 SALE 216451 STOCK 119400 LZSTK 3290,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
253932,PURC 0 SALE 283360 STOCK 165798 STK120 639 EXP6M 2144 LZSTK 4931,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
253933,Please clear following Debit Notes immediately..,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
253934,Pending Dr.Notes - Date - NetAmt 21987.00,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
253949,PURC 0 SALE 52292 STOCK 43784 STK120 5158 LZSTK 16823,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
253974,PURC 0 SALE 22252 STOCK 13170 STK120 2169 LZSTK 2955,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
253975,Please clear following Debit Notes immediately..,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
253976,Pending Dr.Notes - Date - NetAmt 2321.00,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
253977,EMCUTIX 08/08/26 2321.00,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,COMPANY_DIVISION_PREFIX,FALLBACK:AMBIGUOUS_NO_BRAND
254037,PURC 0 SALE 141428 STOCK 120300 STK120 5133 EXP6M 186 LZSTK 6606,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
254045,PURC 0 SALE 24898 STOCK 11858 STK120 3251 LZSTK 3251,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
254046,PURC 0 SALE 982143 STOCK 695073 STK120 24229 EXP6M 4268 LZSTK 59975,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
254049,Report End 286 Records,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
254051,This is a computer-generated report that does not require a stamp orsignature,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
254179,MILTON LIFECARE PVT. LTD.,1,version_lag_already_caught,KEEP REVIEW,INSUFFICIENT_EVIDENCE,GARBAGE:pattern_garbage
254680,Totals358414,1,financial_aggregate,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
254750,ZILLIA M2 T 10T,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
254942,LACTODEX MF 20X1G 20,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
254950,PROBLAST-XT 10T,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
254961,SPORLAC GG SAHET 10T,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
255022,HUMINSULIN 30/70 1,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
255088,EMCUR-SANOFI,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,INVALIDATED_NO_PHARMA,GARBAGE:pattern_garbage
256198,GENNOVA ONCOCARE LTD,1,version_lag_already_caught,CANDIDATE FOR 1,COMPANY_DIVISION_PREFIX,GARBAGE:pattern_garbage
256201,GENNOVA RENOVA,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,COMPANY_DIVISION_PREFIX,FALLBACK:AMBIGUOUS_NO_BRAND
256210,GENNOVA REVIVA,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,COMPANY_DIVISION_PREFIX,FALLBACK:AMBIGUOUS_NO_BRAND
256334,ADITI MEDICAL AGENCY,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:DISTRIBUTION_ENTITY
256660,Totals 16639.00 26079.00 23490.00 14902.69,1,financial_aggregate,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
257017,SATRVOG M.02 10,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
257021,STARVOG M 0.3 10,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
257409,GENNOVA,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,COMPANY_DIVISION_PREFIX,FALLBACK:AMBIGUOUS_NO_BRAND
257792,Pack OpStk Qty,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
259075,TOTALCAL D3 20,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
259239,XXXTEMSAN CT 6.25 10,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
259421,End Of Report,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
260082,Import Purchase ONLINE No Manual Entry MARG ERP Rs.5550 StocksAccountsGST Call 88661691569879187362,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:STRUCTURAL_KW
261778,NEW JAIN PHARMA DISTRIBUTORS,1,version_lag_already_caught,CANDIDATE FOR 1,INVALIDATED_NO_PHARMA,GARBAGE:pattern_garbage
262521,OLVANCE AM 40,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
264834,Opn Stk,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
265640,GENNOVA-DIALYSIS,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,COMPANY_DIVISION_PREFIX,FALLBACK:AMBIGUOUS_NO_BRAND
265732,MILTON LIFECARE PVT. LTD.,1,version_lag_already_caught,KEEP REVIEW,INSUFFICIENT_EVIDENCE,GARBAGE:pattern_garbage
268977,OCOTECUT,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
269216,MATERNAHCG10000 HP 1V,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
272356,GENERAL --,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
272368,GENERAL,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
274036,Prepared by Ahmad Billing on 01-Sep-2026 14:44 From System Biomed 0,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
274037,This is a Computer Generated Report Which Does Not Require Stamp or Signature*** 0,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
274039,SALE : 120738.09 STOCK : 34498.80 EXSTK : 20066.40 STK120 : 23816.70 EXP6M : 23816.70 LZSTK : 10033.20 0,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
274048,Prepared by Ahmad Billing on 01-Sep-2026 14:44 From System Biomed 0,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
274049,This is a Computer Generated Report Which Does Not Require Stamp or Signature*** 0,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
275825,ALLSTAR PAN 1PIC,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
275886,LANTUS U 100 SOLOSTAR 1,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
276098,MIENTA PLUS,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
276347,FOLDABLE WHEEL CHAIR,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
276614,Sale of period 50164.15 GST 2508.20 Cumulative 0.00 Total stock as on :31/08/26 31928.06,1,financial_aggregate,CANDIDATE FOR 1,STRUCTURAL_KEYWORD,FALLBACK:STRUCTURAL_KW
276615,Total cost of near expiry items 0.00 Total cost of dump stock more than 60 days: 3084.18,1,financial_aggregate,CANDIDATE FOR 1,STRUCTURAL_KEYWORD,FALLBACK:STRUCTURAL_KW
276616,Purchase of period 54768.14 GSTBase 52029.72 GST 2738.42,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:STRUCTURAL_KW
276617,Total G/R credit for above period 0.00 Cumulative G/R credit 0.00,1,financial_aggregate,CANDIDATE FOR 1,STRUCTURAL_KEYWORD,FALLBACK:STRUCTURAL_KW
276618,Purchase INV.351007/08/2026 INV.386621/08/2026 INV.418431/08/2026,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:STRUCTURAL_KW
276619,SHIPRA MEDICAL STORE,1,supply_chain_entity,CANDIDATE FOR 1,SUPPLY_CHAIN_ENTITY,FALLBACK:DISTRIBUTION_ENTITY
276620,SHOP NO.G-1 SHRI GOVINDAM APARTMENT,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
276660,Sale of period 50454.62 GST 2522.70 Cumulative 0.00 Total stock as on :31/08/26 11390.70,1,financial_aggregate,CANDIDATE FOR 1,STRUCTURAL_KEYWORD,FALLBACK:STRUCTURAL_KW
276661,Total cost of near expiry items 0.00 Total cost of dump stock more than 60 days: 1062.50,1,financial_aggregate,CANDIDATE FOR 1,STRUCTURAL_KEYWORD,FALLBACK:STRUCTURAL_KW
276662,Purchase of period 19159.20 GSTBase 18201.22 GST 957.98,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:STRUCTURAL_KW
276663,Total G/R credit for above period 0.00 Cumulative G/R credit 0.00,1,financial_aggregate,CANDIDATE FOR 1,STRUCTURAL_KEYWORD,FALLBACK:STRUCTURAL_KW
276664,Purchase INV.351007/08/2026 INV.418431/08/2026,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:STRUCTURAL_KW
276665,SHIPRA MEDICAL STORE,1,supply_chain_entity,CANDIDATE FOR 1,SUPPLY_CHAIN_ENTITY,FALLBACK:DISTRIBUTION_ENTITY
276666,SHOP NO.G-1 SHRI GOVINDAM APARTMENT,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
276696,Sale of period 45173.83 GST 2258.64 Cumulative 0.00 Total stock as on :31/08/26 62814.80,1,financial_aggregate,CANDIDATE FOR 1,STRUCTURAL_KEYWORD,FALLBACK:STRUCTURAL_KW
276697,Total cost of near expiry items 0.00 Total cost of dump stock more than 60 days: 7752.04,1,financial_aggregate,CANDIDATE FOR 1,STRUCTURAL_KEYWORD,FALLBACK:STRUCTURAL_KW
276698,Purchase of period 30300.54 GSTBase 28785.50 GST 1515.04,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:STRUCTURAL_KW
276699,Total G/R credit for above period 0.00 Cumulative G/R credit 0.00,1,financial_aggregate,CANDIDATE FOR 1,STRUCTURAL_KEYWORD,FALLBACK:STRUCTURAL_KW
276700,Purchase INV.386621/08/2026 INV.386721/08/2026 INV.418431/08/2026 INV.418331/08/2026,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:STRUCTURAL_KW
276991,ZZZZZZZZZZZZTOPERIZONE D,1,zzzzzz_ocr_placeholder,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
278417,ARAVA 10 1X30TAB,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
278547,FULL AM 24 1X10s,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
278583,LYXUMIA 20 SOLOSTAR 1X20UNIT,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
278697,TRICARDACE FORTE KIT 1KIT,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
278698,TRIOMEGA CD 1X10s,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
280465,Document No Document Date,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
280477,Document No Document Date,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
280511,Document No Document Date,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
280526,Document No Document Date,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
280561,Document No Document Date,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
280594,Document No Document Date,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
280861,ALCROS-100 1X10S STR,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
280862,ALCROS-200 1X10S STR,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
280976,MOX CV 228.5 STR,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
281013,RICONIA G 15 PC,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
281094,ZZZZZZ 12623,1,zzzzzz_ocr_placeholder,CANDIDATE FOR 1,NO_VOWEL_OCR_NOISE,FALLBACK:AMBIGUOUS_NO_BRAND
281883,Digital Purchase ERP Ordering Healthcare QRCode on bills for extra earnings Call MARG 959959965695995996621202834312,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,COMPANY_ENTITY,FALLBACK:PHARMA_ENTITY
285139,XPLODE POW(NEW),MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,INVALIDATED_NO_PHARMA,FALLBACK:AMBIGUOUS_NO_BRAND
285151,TOTAL CAL D3 TAB.,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,STRUCTURAL_KEYWORD,FALLBACK:STRUCTURAL_KW
285484,BIOFAGE PHARMA,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,PHARMA_COMPANY_NAME,FALLBACK:AMBIGUOUS_NO_BRAND
287449,PANTIN I.V VAIL,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
288916,Digital Purchase ERP Ordering Healthcare QRCode on bills for extra earnings Call MARG 62615848210731424945607312701609,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,COMPANY_ENTITY,FALLBACK:PHARMA_ENTITY
289143,JEI SPECIALITY DRUGS - (25-26),MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
289161,JEI SPECIALITY DRUGS - 25-26,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
289398,MAHALUXMI MEDICAL AGENCY,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:DISTRIBUTION_ENTITY
289450,MAHALUXMI MEDICAL AGENCY,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:DISTRIBUTION_ENTITY
289502,MAHALUXMI MEDICAL AGENCY,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:DISTRIBUTION_ENTITY
289554,MAHALUXMI MEDICAL AGENCY,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:DISTRIBUTION_ENTITY
290035,GENNOVA,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,COMPANY_DIVISION_PREFIX,FALLBACK:AMBIGUOUS_NO_BRAND
290396,R K PHARMA DISTRIBUTORS,1,version_lag_already_caught,CANDIDATE FOR 1,PHARMA_COMPANY_NAME,GARBAGE:pattern_garbage
290448,R K PHARMA DISTRIBUTORS,1,version_lag_already_caught,CANDIDATE FOR 1,PHARMA_COMPANY_NAME,GARBAGE:pattern_garbage
290499,R K PHARMA DISTRIBUTORS,1,version_lag_already_caught,CANDIDATE FOR 1,PHARMA_COMPANY_NAME,GARBAGE:pattern_garbage
290525,Import Purchase ONLINE No Manual Entry MARG ERP Rs.5550 StocksAccountsGST Call 08772252237,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:STRUCTURAL_KW
291098,PURC 649176 SALE 1279217 STOCK 522421 STK120 6154 EXP6M 8789 LZSTK 16374,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
291101,Report End 175 Records,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
291103,This is a Computer Generated Report Which Does Not Require Stamp or Signature,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
292371,BANERJEE DISTRIBUTORS,1,version_lag_already_caught,KEEP REVIEW,INSUFFICIENT_EVIDENCE,GARBAGE:pattern_garbage
292415,BANERJEE DISTRIBUTORS,1,version_lag_already_caught,KEEP REVIEW,INSUFFICIENT_EVIDENCE,GARBAGE:pattern_garbage
292464,BANERJEE DISTRIBUTORS,1,version_lag_already_caught,KEEP REVIEW,INSUFFICIENT_EVIDENCE,GARBAGE:pattern_garbage
292513,BANERJEE DISTRIBUTORS,1,version_lag_already_caught,KEEP REVIEW,INSUFFICIENT_EVIDENCE,GARBAGE:pattern_garbage
292557,BANERJEE DISTRIBUTORS,1,version_lag_already_caught,KEEP REVIEW,INSUFFICIENT_EVIDENCE,GARBAGE:pattern_garbage
292672,Total St-In 39509.64,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,STRUCTURAL_KEYWORD,FALLBACK:STRUCTURAL_KW
292673,Total St-Out 44402.20,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,STRUCTURAL_KEYWORD,FALLBACK:STRUCTURAL_KW
292927,Department Total,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,STRUCTURAL_KEYWORD,FALLBACK:STRUCTURAL_KW
292951,Department Total,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,STRUCTURAL_KEYWORD,FALLBACK:STRUCTURAL_KW
292965,Department Total,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,STRUCTURAL_KEYWORD,FALLBACK:STRUCTURAL_KW
292994,Department Total,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,STRUCTURAL_KEYWORD,FALLBACK:STRUCTURAL_KW
293279,AVENTIS CARDIO,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,COMPANY_DIVISION_PREFIX,FALLBACK:AMBIGUOUS_NO_BRAND
