row_num,ocr_text,current_classification,simulated_result,review_pathway,pathway_group,matched_brand,match_type,invalidation_reason,fuzzy_garbage_match,is_maybe_product,pattern_matched,garbage_assessment,assessment_reason,assessment_confidence,failure_pattern
194001,ALLEGRA 180,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
194008,ALLEGRA 120,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
194088,TOUJEO PENFILL,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
196312,ORION,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:VERY_SHORT,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
197966,EMCUTIX BIO PHARMACEUTICAL,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:PHARMA_ENTITY,,,,,False,,CANDIDATE FOR 1,company/entity keyword (PHARMACEUTICALS/BIOPHARMA/HOSPITAL etc.),STRONG,COMPANY_ENTITY
198537,SHOP,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:VERY_SHORT,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
199296,DAPAMAC V 10/100 10_S,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
199471,MOMB9CAPSULE,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
199555,STROCOZ500,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
202586,EMCUTIX,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,CANDIDATE FOR 1,starts with known Emcure company/division prefix,STRONG,COMPANY_DIVISION_PREFIX
204172,MOLPUNE AM 5,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
204302,EM PHARMA NXT,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,CANDIDATE FOR 1,company-like name without pharma dosage form,MODERATE,PHARMA_COMPANY_NAME
204333,EM NUCRON,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
204371,EM CD,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:VERY_SHORT,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
204418,MRHHMITE SOAPO 75,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
206159,ZZZZZZ 6165,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,CANDIDATE FOR 1,all long alpha tokens lack vowels: ['ZZZZZZ'] → OCR noise,MODERATE,NO_VOWEL_OCR_NOISE
206172,ZZZZZZ 6101,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,CANDIDATE FOR 1,all long alpha tokens lack vowels: ['ZZZZZZ'] → OCR noise,MODERATE,NO_VOWEL_OCR_NOISE
207028,EMCUTIX BIOPHARMA,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:PHARMA_ENTITY,,,,,False,,CANDIDATE FOR 1,company/entity keyword (PHARMACEUTICALS/BIOPHARMA/HOSPITAL etc.),STRONG,COMPANY_ENTITY
207720,ZU-C 500 15,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
207936,ZU-C 500 15,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
208194,Digital Purchase ERP Ordering Healthcare QRCode on bills for extra earnings Call MARG 8116384348,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:PHARMA_ENTITY,,,,,False,,CANDIDATE FOR 1,company/entity keyword (PHARMACEUTICALS/BIOPHARMA/HOSPITAL etc.),STRONG,COMPANY_ENTITY
208672,Digital Purchase ERP Ordering Healthcare QRCode on bills for extra earnings Call MARG 9990249092,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:PHARMA_ENTITY,,,,,False,,CANDIDATE FOR 1,company/entity keyword (PHARMACEUTICALS/BIOPHARMA/HOSPITAL etc.),STRONG,COMPANY_ENTITY
208913,SANOFI3 CV,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
209526,ZZZZZZ 13462 UNIT,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,fuzzy→EXACT_ONLY(NUNIT),,False,,CANDIDATE FOR 1,brand invalidated (fuzzy→EXACT_ONLY(NUNIT)) + no pharma signal,MODERATE,INVALIDATED_NO_PHARMA
209871,ZZZZZZ 13462 UNIT,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,fuzzy→EXACT_ONLY(NUNIT),,False,,CANDIDATE FOR 1,brand invalidated (fuzzy→EXACT_ONLY(NUNIT)) + no pharma signal,MODERATE,INVALIDATED_NO_PHARMA
209890,IVECOPE 12,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
209891,LACTOGUT,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
210336,SU CHECK STRIP --,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
210592,SU CHECK STRIP --,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
211182,OSTERIINJ600MG/2.4 1 UNIT,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,fuzzy→EXACT_ONLY(NUNIT),,False,,CANDIDATE FOR 1,brand invalidated (fuzzy→EXACT_ONLY(NUNIT)) + no pharma signal,MODERATE,INVALIDATED_NO_PHARMA
211452,SOLOLGO FASH WASH EMPTY,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
211760,ROSAVAZ EZ 10/S,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
212547,Clexon-60 2,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
212694,Digital Purchase ERP Ordering Healthcare QRCode on bills for extra earnings Call MARG 0224123514709136446844,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:PHARMA_ENTITY,,,,,False,,CANDIDATE FOR 1,company/entity keyword (PHARMACEUTICALS/BIOPHARMA/HOSPITAL etc.),STRONG,COMPANY_ENTITY
212749,MILTON LIFECARE PVT. LTD.,REVIEW,1,GARBAGE:pattern_garbage,GARBAGE:pattern_garbage,,,,,False,\b(PVT\.?\s+)?LTD\.?\s*$,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
212930,VICARETOTAL 1X10CAPSULE,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
213237,SUKHIJA MEDICOS,REVIEW,1,GARBAGE:pattern_garbage,GARBAGE:pattern_garbage,,,,,False,\b(AGENCIES?|DISTRIBUTORS?|MEDICO[SE]?|CORPORATION|ENTERPRISES?|TRADERS?|TRADING)\b,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
213273,SUKHIJA MEDICOS,REVIEW,1,GARBAGE:pattern_garbage,GARBAGE:pattern_garbage,,,,,False,\b(AGENCIES?|DISTRIBUTORS?|MEDICO[SE]?|CORPORATION|ENTERPRISES?|TRADERS?|TRADING)\b,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
213885,GENNOVA NEPHRO,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,CANDIDATE FOR 1,starts with known Emcure company/division prefix,STRONG,COMPANY_DIVISION_PREFIX
214390,EOPTAL0450TAB 10T,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
214497,TOUSTAR PEN 1 pie,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
214880,VANIYAPURACKAL AGENCIES,REVIEW,1,GARBAGE:pattern_garbage,GARBAGE:pattern_garbage,,,,,False,\b(AGENCIES?|DISTRIBUTORS?|MEDICO[SE]?|CORPORATION|ENTERPRISES?|TRADERS?|TRADING)\b,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
214898,VANIYAPURACKAL AGENCIES,REVIEW,1,GARBAGE:pattern_garbage,GARBAGE:pattern_garbage,,,,,False,\b(AGENCIES?|DISTRIBUTORS?|MEDICO[SE]?|CORPORATION|ENTERPRISES?|TRADERS?|TRADING)\b,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
215526,PURC 0 SALE 0 STOCK 0,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
215529,Report End 2 Records,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
215530,Prepared by Amit Durgavali on 01-Sep-2026 1132 From System Gd6,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
215531,This is a Computer Generated Report Which Does Not Require Stamp or Signature,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
215626,End Of Report,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
216471,ALLSTAR R INSULIN PEN 1,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
216488,LANTUS V100 SOLOSTAR 1,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
216491,TOUJEO-CARTRIDGE 1.,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
216947,TOUSTAR PEN 1 PEN,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
216987,ALLSTAR PEN 1 PEC,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
216989,APIDRA SOLOSTAR PEN,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
216991,LANTUS SOLOSTAR PEN,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
218631,LANTUS-OPTISET I UNIT,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,fuzzy→EXACT_ONLY(NUNIT),,False,,CANDIDATE FOR 1,brand invalidated (fuzzy→EXACT_ONLY(NUNIT)) + no pharma signal,MODERATE,INVALIDATED_NO_PHARMA
219924,ZZZZZZ 10699,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,CANDIDATE FOR 1,all long alpha tokens lack vowels: ['ZZZZZZ'] → OCR noise,MODERATE,NO_VOWEL_OCR_NOISE
221222,ZZZZZZ 9292,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,CANDIDATE FOR 1,all long alpha tokens lack vowels: ['ZZZZZZ'] → OCR noise,MODERATE,NO_VOWEL_OCR_NOISE
221547,MILTON LIFECARE PVT. LTD.,REVIEW,1,GARBAGE:pattern_garbage,GARBAGE:pattern_garbage,,,,,False,\b(PVT\.?\s+)?LTD\.?\s*$,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
223079,GUPTA BROTHERS,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
223107,GUPTA BROTHERS,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
224408,J J PHARMACEUTICALS,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:PHARMA_ENTITY,,,,,False,,CANDIDATE FOR 1,company/entity keyword (PHARMACEUTICALS/BIOPHARMA/HOSPITAL etc.),STRONG,COMPANY_ENTITY
224449,J J PHARMACEUTICALS,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:PHARMA_ENTITY,,,,,False,,CANDIDATE FOR 1,company/entity keyword (PHARMACEUTICALS/BIOPHARMA/HOSPITAL etc.),STRONG,COMPANY_ENTITY
224450,Digital Purchase ERP Ordering Healthcare QRCode on bills for extra earnings Call MARG 9812818800,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:PHARMA_ENTITY,,,,,False,,CANDIDATE FOR 1,company/entity keyword (PHARMACEUTICALS/BIOPHARMA/HOSPITAL etc.),STRONG,COMPANY_ENTITY
224602,End Of Report,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
225145,TORPIZONE 150,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
225555,ZZZZZZ 4761,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,CANDIDATE FOR 1,all long alpha tokens lack vowels: ['ZZZZZZ'] → OCR noise,MODERATE,NO_VOWEL_OCR_NOISE
225556,ZZZZZZ 4762,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,CANDIDATE FOR 1,all long alpha tokens lack vowels: ['ZZZZZZ'] → OCR noise,MODERATE,NO_VOWEL_OCR_NOISE
225557,ZZZZZZ 4763,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,CANDIDATE FOR 1,all long alpha tokens lack vowels: ['ZZZZZZ'] → OCR noise,MODERATE,NO_VOWEL_OCR_NOISE
225558,ZZZZZZ 4764,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,CANDIDATE FOR 1,all long alpha tokens lack vowels: ['ZZZZZZ'] → OCR noise,MODERATE,NO_VOWEL_OCR_NOISE
225559,ZZZZZZ 4765,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,CANDIDATE FOR 1,all long alpha tokens lack vowels: ['ZZZZZZ'] → OCR noise,MODERATE,NO_VOWEL_OCR_NOISE
225560,ZZZZZZ 4803,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,CANDIDATE FOR 1,all long alpha tokens lack vowels: ['ZZZZZZ'] → OCR noise,MODERATE,NO_VOWEL_OCR_NOISE
225561,ZZZZZZ 4804,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,CANDIDATE FOR 1,all long alpha tokens lack vowels: ['ZZZZZZ'] → OCR noise,MODERATE,NO_VOWEL_OCR_NOISE
225562,ZZZZZZ 4805,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,CANDIDATE FOR 1,all long alpha tokens lack vowels: ['ZZZZZZ'] → OCR noise,MODERATE,NO_VOWEL_OCR_NOISE
226228,ZZZZZZ 6254,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,CANDIDATE FOR 1,all long alpha tokens lack vowels: ['ZZZZZZ'] → OCR noise,MODERATE,NO_VOWEL_OCR_NOISE
226229,ZZZZZZ 6255,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,CANDIDATE FOR 1,all long alpha tokens lack vowels: ['ZZZZZZ'] → OCR noise,MODERATE,NO_VOWEL_OCR_NOISE
227212,GLIPSOVTAB,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
227304,Expired Expiry Less Than 30 Expiry Less Than 60 Expiry Less Than 90,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
227506,Batch FT40725002 Stock 1 ExPDt 01/27 MRP 60.96 Value 41.80,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
227774,Batch EPAN24002 Stock 7 ExPDt 12/26 MRP 99.52 Value 477.68,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
227776,Batch EPAO24004 Stock 1 ExPDt 02/27 MRP 179.30 Value 122.95,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
227780,Batch ADE02AEA Stock 1 ExPDt 03/27 MRP 168.70 Value 115.68,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
227788,Batch EPWEZ24001 Stock 12 ExPDt 03/27 MRP 150.78 Value 1240.68,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
227791,Batch EPWFQ24002 Stock 11 ExPDt 03/27 MRP 145.05 Value 1094.06,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
227794,Batch ADD02AEA Stock 1 ExPDt 03/27 MRP 131.30 Value 90.03,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
228090,GEN 6.4 25,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
228132,ZILABARI CN 10 15,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
228818,TRANSIT VALUE,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
229803,REEFIUM D3 10,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
230881,VERTEX,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
232911,A.C. DISTRIBUTORS,REVIEW,1,GARBAGE:pattern_garbage,GARBAGE:pattern_garbage,,,,,False,\b(AGENCIES?|DISTRIBUTORS?|MEDICO[SE]?|CORPORATION|ENTERPRISES?|TRADERS?|TRADING)\b,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
232949,A.C. DISTRIBUTORS,REVIEW,1,GARBAGE:pattern_garbage,GARBAGE:pattern_garbage,,,,,False,\b(AGENCIES?|DISTRIBUTORS?|MEDICO[SE]?|CORPORATION|ENTERPRISES?|TRADERS?|TRADING)\b,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
232999,A.C. DISTRIBUTORS,REVIEW,1,GARBAGE:pattern_garbage,GARBAGE:pattern_garbage,,,,,False,\b(AGENCIES?|DISTRIBUTORS?|MEDICO[SE]?|CORPORATION|ENTERPRISES?|TRADERS?|TRADING)\b,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
234465,EMCUTIX SKIN NOVA,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,CANDIDATE FOR 1,starts with known Emcure company/division prefix,STRONG,COMPANY_DIVISION_PREFIX
235770,CARD.PROTECT 2.5/1 1X10T,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
235771,CARD.PROTECT 5/10 1X10T,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
236395,MACRABERIN M 1,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
236963,ABBOTT HELT CNS,REVIEW,REVIEW,NO_MATCH_FALLBACK,FALLBACK:AMBIGUOUS_NO_BRAND,,,,,False,,KEEP REVIEW,insufficient evidence; could be product or ambiguous OCR,LOW,INSUFFICIENT_EVIDENCE
